constructorResultsId,raceId,constructorId,points,status
15435,968,209,0,NULL
15436,968,15,0,NULL
15437,968,4,0,NULL
15438,968,5,0,NULL
15439,969,6,37,NULL
15440,969,131,33,NULL
15441,969,9,10,NULL
15442,969,3,8,NULL
15443,969,10,7,NULL
15444,969,5,6,NULL
15445,969,4,0,NULL
15446,969,15,0,NULL
15447,969,1,0,NULL
15448,969,210,0,NULL
15449,970,131,33,NULL
15450,970,6,28,NULL
15451,970,9,27,NULL
15452,970,5,6,NULL
15453,970,210,4,NULL
15454,970,10,3,NULL
15455,970,4,0,NULL
15456,970,3,0,NULL
15457,970,15,0,NULL
15458,970,1,0,NULL
15459,971,6,37,NULL
15460,971,131,33,NULL
15461,971,9,10,NULL
15462,971,3,8,NULL
15463,971,10,7,NULL
15464,971,210,4,NULL
15465,971,4,2,NULL
15466,971,15,0,NULL
15467,971,5,0,NULL
15468,971,1,0,NULL
15469,972,131,37,NULL
15470,972,6,33,NULL
15471,972,9,10,NULL
15472,972,10,14,NULL
15473,972,4,4,NULL
15474,972,3,2,NULL
15475,972,5,1,NULL
15476,972,210,0,NULL
15477,972,1,0,NULL
15478,972,15,0,NULL
15479,973,131,25,NULL
15480,973,6,18,NULL
15481,973,9,15,NULL
15482,973,10,22,NULL
15483,973,4,8,NULL
15484,973,5,8,NULL
15485,973,15,4,NULL
15486,973,210,1,NULL
15487,973,1,0,NULL
15488,973,3,0,NULL
15489,974,6,43,NULL
15490,974,9,25,NULL
15491,974,131,18,NULL
15492,974,5,8,NULL
15493,974,210,5,NULL
15494,974,3,2,NULL
15495,974,4,0,NULL
15496,974,10,0,NULL
15497,974,1,0,NULL
15498,974,15,0,NULL
15499,975,131,43,NULL
15500,975,9,15,NULL
15501,975,6,18,NULL
15502,975,10,18,NULL
15503,975,4,4,NULL
15504,975,3,2,NULL
15505,975,210,1,NULL
15506,975,15,0,NULL
15507,975,1,0,NULL
15508,975,5,0,NULL
15509,976,9,25,NULL
15510,976,131,28,NULL
15511,976,3,15,NULL
15512,976,6,12,NULL
15513,976,10,8,NULL
15514,976,210,6,NULL
15515,976,5,4,NULL
15516,976,1,2,NULL
15517,976,15,1,NULL
15518,976,4,0,NULL
15520,977,131,37,NULL
15521,977,6,28,NULL
15522,977,9,15,NULL
15523,977,210,8,NULL
15524,977,10,10,NULL
15525,977,3,3,NULL
15526,977,4,0,NULL
15527,977,1,0,NULL
15528,977,15,0,NULL
15529,977,5,0,NULL
15530,978,131,43,NULL
15531,978,6,21,NULL
15532,978,9,22,NULL
15533,978,4,8,NULL
15534,978,10,6,NULL
15535,978,3,1,NULL
15536,978,1,0,NULL
15537,978,210,0,NULL
15538,978,15,0,NULL
15539,978,5,0,NULL
15540,979,6,43,NULL
15541,979,131,27,NULL
15542,979,9,10,NULL
15543,979,1,9,NULL
15544,979,5,6,NULL
15545,979,10,6,NULL
15546,979,4,0,NULL
15547,979,210,0,NULL
15548,979,3,0,NULL
15549,979,15,0,NULL
15550,980,131,35,NULL
15551,980,6,30,NULL
15552,980,9,15,NULL
15553,980,4,8,NULL
15554,980,210,6,NULL
15555,980,3,4,NULL
15556,980,10,2,NULL
15557,980,5,1,NULL
15558,980,1,0,NULL
15559,980,15,0,NULL
15560,981,131,43,NULL
15561,981,6,25,NULL
15562,981,9,13,NULL
15563,981,10,10,NULL
15564,981,3,10,NULL
15565,981,210,0,NULL
15566,981,5,0,NULL
15567,981,4,0,NULL
15568,981,15,0,NULL
15569,981,1,0,NULL
15570,982,131,40,NULL
15571,982,9,18,NULL
15572,982,5,12,NULL
15573,982,10,11,NULL
15574,982,4,8,NULL
15575,982,1,6,NULL
15576,982,3,4,NULL
15577,982,210,2,NULL
15578,982,15,0,NULL
15579,982,6,0,NULL
15580,983,9,40,NULL
15581,983,131,28,NULL
15582,983,6,12,NULL
15583,983,10,9,NULL
15584,983,1,6,NULL
15585,983,3,6,NULL
15586,983,210,0,NULL
15587,983,5,0,NULL
15588,983,4,0,NULL
15589,983,15,0,NULL
15590,984,131,37,NULL
15591,984,9,33,NULL
15592,984,6,10,NULL
15593,984,10,14,NULL
15594,984,210,6,NULL
15595,984,3,1,NULL
15596,984,1,0,NULL
15597,984,4,0,NULL
15598,984,5,0,NULL
15599,984,15,0,NULL
15600,985,131,35,NULL
15601,985,6,33,NULL
15602,985,9,12,NULL
15603,985,10,12,NULL
15604,985,4,6,NULL
15605,985,3,2,NULL
15606,985,5,1,NULL
15607,985,1,0,NULL
15608,985,210,0,NULL
15609,985,15,0,NULL
15610,986,9,25,NULL
15611,986,131,20,NULL
15612,986,6,27,NULL
15613,986,10,16,NULL
15614,986,3,8,NULL
15615,986,210,4,NULL
15616,986,1,1,NULL
15617,986,5,0,NULL
15618,986,15,0,NULL
15619,986,4,0,NULL
15620,987,6,40,NULL
15621,987,131,30,NULL
15622,987,9,18,NULL
15623,987,3,6,NULL
15624,987,1,4,NULL
15625,987,10,2,NULL
15626,987,4,1,NULL
15627,987,5,0,NULL
15628,987,15,0,NULL
15629,987,210,0,NULL
15630,988,131,43,NULL
15631,988,6,27,NULL
15632,988,9,10,NULL
15633,988,4,8,NULL
15634,988,10,10,NULL
15635,988,1,2,NULL
15636,988,3,1,NULL
15637,988,210,0,NULL
15638,988,15,0,NULL
15639,988,5,0,NULL
